Date,Time,StationName,StationCode,Latitude,Longitude,GroupName,SampleId,SampleDepth,Air temperature,Air temperature Code,Air temperature Tier,Air temperature Units,Air temperature Problem,Air temperature Qualifier,Alkalinity,Alkalinity Code,Alkalinity Tier,Alkalinity Units,Alkalinity Problem,Alkalinity Qualifier,Ammonia-nitrogen,Ammonia-nitrogen Code,Ammonia-nitrogen Tier,Ammonia-nitrogen Units,Ammonia-nitrogen Problem,Ammonia-nitrogen Qualifier,Bacteria (E.Coli) Blank,Bacteria (E.Coli) Blank Code,Bacteria (E.Coli) Blank Tier,Bacteria (E.Coli) Blank Units,Bacteria (E.Coli) Blank Problem,Bacteria (E.Coli) Blank Qualifier,Bacteria (E.Coli),Bacteria (E.Coli) Code,Bacteria (E.Coli) Tier,Bacteria (E.Coli) Units,Bacteria (E.Coli) Problem,Bacteria (E.Coli) Qualifier,Bacteria Incubation Temperature,Bacteria Incubation Temperature Code,Bacteria Incubation Temperature Tier,Bacteria Incubation Temperature Units,Bacteria Incubation Temperature Problem,Bacteria Incubation Temperature Qualifier,Bacteria Incubation Time,Bacteria Incubation Time Code,Bacteria Incubation Time Tier,Bacteria Incubation Time Units,Bacteria Incubation Time Problem,Bacteria Incubation Time Qualifier,Chlorophyll a;b;c,Chlorophyll a;b;c Code,Chlorophyll a;b;c Tier,Chlorophyll a;b;c Units,Chlorophyll a;b;c Problem,Chlorophyll a;b;c Qualifier,Chlorophyll a,Chlorophyll a Code,Chlorophyll a Tier,Chlorophyll a Units,Chlorophyll a Problem,Chlorophyll a Qualifier,Conductivity,Conductivity Code,Conductivity Tier,Conductivity Units,Conductivity Problem,Conductivity Qualifier,Dissolved oxygen % Sat,Dissolved oxygen % Sat Code,Dissolved oxygen % Sat Tier,Dissolved oxygen % Sat Units,Dissolved oxygen % Sat Problem,Dissolved oxygen % Sat Qualifier,Dissolved oxygen,Dissolved oxygen Code,Dissolved oxygen Tier,Dissolved oxygen Units,Dissolved oxygen Problem,Dissolved oxygen Qualifier,Enterococcus Blank,Enterococcus Blank Code,Enterococcus Blank Tier,Enterococcus Blank Units,Enterococcus Blank Problem,Enterococcus Blank Qualifier,Enterococcus,Enterococcus Code,Enterococcus Tier,Enterococcus Units,Enterococcus Problem,Enterococcus Qualifier,Nitrate-nitrogen,Nitrate-nitrogen Code,Nitrate-nitrogen Tier,Nitrate-nitrogen Units,Nitrate-nitrogen Problem,Nitrate-nitrogen Qualifier,Nitrite,Nitrite Code,Nitrite Tier,Nitrite Units,Nitrite Problem,Nitrite Qualifier,Nitrite-nitrate,Nitrite-nitrate Code,Nitrite-nitrate Tier,Nitrite-nitrate Units,Nitrite-nitrate Problem,Nitrite-nitrate Qualifier,Orthophosphate,Orthophosphate Code,Orthophosphate Tier,Orthophosphate Units,Orthophosphate Problem,Orthophosphate Qualifier,pH,pH Code,pH Tier,pH Units,pH Problem,pH Qualifier,Salinity,Salinity Code,Salinity Tier,Salinity Units,Salinity Problem,Salinity Qualifier,Total Depth,Total Depth Code,Total Depth Tier,Total Depth Units,Total Depth Problem,Total Depth Qualifier,Total Dissolved Solids,Total Dissolved Solids Code,Total Dissolved Solids Tier,Total Dissolved Solids Units,Total Dissolved Solids Problem,Total Dissolved Solids Qualifier,Total Kjeldahl Nitrogen,Total Kjeldahl Nitrogen Code,Total Kjeldahl Nitrogen Tier,Total Kjeldahl Nitrogen Units,Total Kjeldahl Nitrogen Problem,Total Kjeldahl Nitrogen Qualifier,Total Nitrogen Blank,Total Nitrogen Blank Code,Total Nitrogen Blank Tier,Total Nitrogen Blank Units,Total Nitrogen Blank Problem,Total Nitrogen Blank Qualifier,Total Nitrogen,Total Nitrogen Code,Total Nitrogen Tier,Total Nitrogen Units,Total Nitrogen Problem,Total Nitrogen Qualifier,Total Phosphorus Blank,Total Phosphorus Blank Code,Total Phosphorus Blank Tier,Total Phosphorus Blank Units,Total Phosphorus Blank Problem,Total Phosphorus Blank Qualifier,Total Phosphorus,Total Phosphorus Code,Total Phosphorus Tier,Total Phosphorus Units,Total Phosphorus Problem,Total Phosphorus Qualifier,Total Suspended Solids,Total Suspended Solids Code,Total Suspended Solids Tier,Total Suspended Solids Units,Total Suspended Solids Problem,Total Suspended Solids Qualifier,Water Clarity,Water Clarity Code,Water Clarity Tier,Water Clarity Units,Water Clarity Problem,Water Clarity Qualifier,Water temperature,Water temperature Code,Water temperature Tier,Water temperature Units,Water temperature Problem,Water temperature Qualifier,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,Comments
10/23/17,9:30:00,RECR1,NWA.RECR1,38.4016,-75.7905,Nanticoke Watershed Alliance,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7,DO.6,3,,,,10.2,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,WT.4,3,deg C,,,,DO Membrane Changed.,,,,,,Outgoing (Ebb),,,,,Calm,,Overcast,,,,
10/23/17,9:36:00,MANA3,NWA.MANA3,38.4828,-75.8232,Nanticoke Watershed Alliance,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,DO.6,3,,,,7.5,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,WT.4,3,deg C,,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Overcast,,,,
10/23/17,9:36:00,MANA3,NWA.MANA3,38.4828,-75.8232,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,70,ECOLI.4,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1,DO.6,3,,,,7.5,DO.5,3,mg/L,,,,,,,,,70,ENT.2,2,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SA.6,3,ppt,,,5,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,1.08,TN.1,2,mg/L,,,,,,,,,0.05,TP.1,2,mg/L,,<,,,,,,,0.4,WC.2,3,M,,,18.8,WT.4,3,deg C,,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Overcast,,,,
10/23/17,9:36:00,MANA3,NWA.MANA3,38.4828,-75.8232,Nanticoke Watershed Alliance,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,DO.6,3,,,,7.4,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,WT.4,3,deg C,,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Overcast,,,,
10/23/17,9:36:00,MANA3,NWA.MANA3,38.4828,-75.8232,Nanticoke Watershed Alliance,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3,DO.6,3,,,,7.5,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,WT.4,3,deg C,,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Overcast,,,,
10/23/17,9:36:00,MANA3,NWA.MANA3,38.4828,-75.8232,Nanticoke Watershed Alliance,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,DO.6,3,,,,7.6,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,WT.4,3,deg C,,,,,,,,,,Outgoing (Ebb),,,,,Ripple,,Overcast,,,,
10/23/17,9:40:00,TRAN1,NWA.TRAN1,38.5508,-75.9528,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,800,ECOLI.4,2,MPN,,>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,DO.3,2,,,,4.4,DO.2,2,mg/L,,,,,,,,,800,ENT.2,2,CFU/100mL,,>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,4.17,TN.1,2,mg/L,,,,,,,,,0.26,TP.1,2,mg/L,,,,,,,,,0.7,WC.1,1,M,,,16.2,WT.3,2,deg C,,,,Occasional surface leaf litter (less than 2%).,,,,,,,Brownish-green colored water,,,,Calm,,Overcast,,,,
10/23/17,9:43:00,RECR2P,NWA.RECR2p,38.4106,-75.7544,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,10,ECOLI.4,2,MPN,,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,ENT.2,2,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,2.3,TN.1,2,mg/L,,,,,,,,,0.05,TP.1,2,mg/L,,<,,,,,,,1,WC.1,1,M,,,,,,,,,,DO Membrane Changed.  Pond's surface completely covered in duck weed.,,,,,,,,,,,Calm,,Overcast,,,,
10/23/17,9:45:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,20,ECOLI.4,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,DO.6,3,,,,8.6,DO.5,3,mg/L,,,,,,,,,30,ENT.2,2,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SA.1,1,ppt,,,2.4,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,5.08,TN.1,2,mg/L,,,,,,,,,0.049,TP.1,2,mg/L,,,,,,,,,1.3,WC.2,3,M,,,17.4,WT.4,3,deg C,,,,,,,,,,Outgoing (Ebb),,,,,Calm,,Sunny,,,,
10/23/17,9:45:00,BRCR3,NWA.BRCR3,38.5583,-75.5696,Nanticoke Watershed Alliance,1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,DO.6,3,,,,8.7,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SA.1,1,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,WT.4,3,deg C,,,,,,,,,,Outgoing (Ebb),,,,,Calm,,Sunny,,,,
10/23/17,9:53:00,RECR2C,NWA.RECR2c,38.4106,-75.7544,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,60,ECOLI.4,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,ENT.2,2,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,2.51,TN.1,2,mg/L,,,,,,,,,0.05,TP.1,2,mg/L,,<,,,,,,,0.9,WC.3,1,m,,,,,,,,,,DO Membrane Changed.,,,,,,Outgoing (Ebb),,,,,Calm,,Overcast,,,,
10/23/17,10:10:00,CHIC1,NWA.CHIC1,38.5134,-75.8796,Nanticoke Watershed Alliance,1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,DO.6,3,,,,6.4,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,WT.4,3,deg C,,,,Occasional scattered surface leaf litter (less than 2%).,,,,,,Outgoing (Ebb),Greenish-brown colored water.,,,,Calm,,Overcast,,,,
10/23/17,10:10:00,CHIC1,NWA.CHIC1,38.5134,-75.8796,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,40,ECOLI.4,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,DO.6,3,,,,6.3,DO.5,3,mg/L,,,,,,,,,30,ENT.2,2,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SA.1,1,ppt,,,1.7,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,2.49,TN.1,2,mg/L,,,,,,,,,0.05,TP.1,2,mg/L,,<,,,,,,,0.6,WC.3,1,m,,,16.4,WT.4,3,deg C,,,,Occasional scattered surface leaf litter (less than 2%).,,,,,,Outgoing (Ebb),Greenish-brown colored water.,,,,Calm,,Overcast,,,,
10/23/17,10:10:00,DECR3,NWA.DECR3,38.644607,-75.579428,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,120,ECOLI.4,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,DO.6,3,,,,9,DO.5,3,mg/L,,,,,,,,,190,ENT.2,2,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,SA.1,1,ppt,,,1,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,3.64,TN.1,2,mg/L,,,,,,,,,0.049,TP.1,2,mg/L,,<,,,,,,,0.6,WC.2,3,M,,,17.6,WT.4,3,deg C,,,,,,,,,,High,,,,,Ripple,,Sunny,,,,
10/23/17,10:10:00,DEHE3,NWA.DEHE3,38.6647,-75.5639,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,220,ECOLI.4,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,DO.6,3,,,,8.4,DO.5,3,mg/L,,,,,,,,,50,ENT.2,2,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,SA.6,3,ppt,,,0.7,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,5.25,TN.1,2,mg/L,,,,,,,,,0.049,TP.1,2,mg/L,,<,,,,,,,0.7,WC.2,3,M,,,16.4,WT.4,3,deg C,,,,,,,,,,High,,,,,Ripple,,Sunny,,,,
10/25/17,15:53:00,MAHO5,NWA.MAHO5,38.545,-75.7627,Nanticoke Watershed Alliance,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9,DO.6,3,,,,9.1,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,WT.4,3,deg C,,,,DO meter maintenance.,,,,,,Outgoing (Ebb),,,,,Ripple,,,,,,
10/25/17,15:53:00,MAHO5,NWA.MAHO5,38.545,-75.7627,Nanticoke Watershed Alliance,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DO.6,3,,,,9.5,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SA.6,3,ppt,,,3.4,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,2.28,TN.1,2,mg/L,,,,,,,,,0.05,TP.1,2,mg/L,,<,,,,,,,0.3,WC.2,3,M,,,19,WT.4,3,deg C,,,,DO meter maintenance.,,,,,,Outgoing (Ebb),,,,,Ripple,,,,,,
10/25/17,15:53:00,MAHO5,NWA.MAHO5,38.545,-75.7627,Nanticoke Watershed Alliance,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,DO.6,3,,,,9.5,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,WT.4,3,deg C,,,,DO meter maintenance.,,,,,,Outgoing (Ebb),,,,,Ripple,,,,,,
10/25/17,15:53:00,MAHO5,NWA.MAHO5,38.545,-75.7627,Nanticoke Watershed Alliance,1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,DO.6,3,,,,9.2,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,WT.4,3,deg C,,,,DO meter maintenance.,,,,,,Outgoing (Ebb),,,,,Ripple,,,,,,
10/25/17,15:53:00,MAHO5,NWA.MAHO5,38.545,-75.7627,Nanticoke Watershed Alliance,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,DO.6,3,,,,9.2,DO.5,3,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SA.6,3,ppt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,WT.4,3,deg C,,,,DO meter maintenance.,,,,,,Outgoing (Ebb),,,,,Ripple,,,,,,
10/26/17,10:00:00,CR5,ACB.CR5,37.6057,-77.5455,Riverine Master Naturalists,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,66.6,ECOLI.1,1,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,PH.1,2,SU,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,1,cm,,,16.5,WT.2,2,deg C,,,,,,9.144,,,Low,,,Normal,,,Calm,,Sunny,,,,My partner is Emily Gianfortoni. She was not listed as an option. I enter the data for our team.
10/26/17,10:00:00,CR5,ACB.CR5,37.6057,-77.5455,Riverine Master Naturalists,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,33.3,ECOLI.1,1,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.144,,,Low,,,Normal,,,Calm,,Sunny,,,,My partner is Emily Gianfortoni. She was not listed as an option. I enter the data for our team.
10/27/17,12:00:00,MILCRE1.67,GCWD.MILCRE1.67,41.898775,-77.53058,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/17,12:00:00,MILCRE2.32,GCWD.MILCRE2.32,41.889884,-77.5297,God's Country Water Dogs,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,CO.1,2,uS/cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,TDS.1,1,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/17,12:30:00,TOTC1,ACB.TOTC1,37.65274,-77.31035,Riverine Master Naturalists,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,33.33,ECOLI.1,1,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,WC.4,1,cm,,,16,WT.2,2,deg C,,,Overcast (>90%),,,0,15.24,,Normal,,,Normal,,,Calm,Sunny,Overcast,Sunny,ESE,Calm,2.75 Volunteer Hours
10/29/17,12:30:00,TOTC1,ACB.TOTC1,37.65274,-77.31035,Riverine Master Naturalists,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,33.33,ECOLI.1,1,CFU/100mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overcast (>90%),,,0,15.24,,Normal,,,Normal,,,Calm,Sunny,Overcast,Sunny,ESE,Calm,2.75 Volunteer Hours
10/31/17,9:57:00,FOR1,ACB.FOR1,38.2898,-77.4816,Friends of the Rappahannock,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,WC.4,1,cm,,,11.5,WT.2,2,deg C,,,,,,34.8,34.8,,Normal,,Clear,Normal,,,Ripple,Rain,Partly cloudy,Partly cloudy,,,
10/31/17,9:57:00,FOR1,ACB.FOR1,38.2898,-77.4816,Friends of the Rappahannock,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,34.8,,Normal,,Clear,Normal,,,Ripple,Rain,Partly cloudy,Partly cloudy,,,
10/31/17,10:32:00,FOR17,ACB.FOR17,38.313611,-77.540556,Friends of the Rappahannock,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,WC.4,1,cm,,,12,WT.2,2,deg C,,,,,,34.8,34.8,,High,,Brown; poor clarity,Abnormal,,,Ripple,Rain,Partly cloudy,Partly cloudy,,,Total volunteer hours for 3 sites =9.00 hours.
10/31/17,10:32:00,FOR17,ACB.FOR17,38.313611,-77.540556,Friends of the Rappahannock,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,34.8,,High,,Brown; poor clarity,Abnormal,,,Ripple,Rain,Partly cloudy,Partly cloudy,,,Total volunteer hours for 3 sites =9.00 hours.
10/31/17,11:40:00,FOR18,ACB.FOR18,38.321111,-77.488889,Friends of the Rappahannock,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,WC.4,1,cm,,,12,WT.2,2,deg C,,,,,,34.8,34.8,,High,,Brown; poor clarity,,,,Ripple,Rain,Partly cloudy,Partly cloudy,,,
10/31/17,11:40:00,FOR18,ACB.FOR18,38.321111,-77.488889,Friends of the Rappahannock,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,34.8,,High,,Brown; poor clarity,,,,Ripple,Rain,Partly cloudy,Partly cloudy,,,
10/31/17,13:35:00,CR21,ACB.CR21,37.419912,-76.97541,Alliance for the Chesapeake Bay,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,ECOLI.3,1,deg C,,,72,ECOLI.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,WC.4,1,cm,,,17,WT.2,2,deg C,,,,,SAV,46.7,47.6,,Normal,,Clear/tan,Normal,,,Calm,,Sunny,,,,Heavy growth of Duckweed extended to main channel of river. 2 e-coli colonies on each coliscan plate.
10/31/17,13:35:00,CR21,ACB.CR21,37.419912,-76.97541,Alliance for the Chesapeake Bay,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAV,46.7,47.6,,Normal,,Clear/tan,Normal,,,Calm,,Sunny,,,,Heavy growth of Duckweed extended to main channel of river. 2 e-coli colonies on each coliscan plate.
